00:34:26.676 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - **********************************
00:34:26.679 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Satellite Multi Simulation 0.2.0-SNAPSHOT
00:34:26.679 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - **********************************
00:34:26.679 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - ----------------------------
00:34:26.680 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Configuring multi simulation (headless:1)... number of simulations: 150
00:34:26.681 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - ----------------------------
00:34:26.681 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Computing initial conditions for 150 number of simulations and approach 1 (0 - NORNAL, 1 - UNIFORM, 2 - STATE SPACE EXPLORATION)...
00:34:26.683 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Loading configuration...
00:34:26.683 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Reading "simulationcontroller.properties"...
00:34:26.684 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Reading "amazonia1.properties"...
00:34:26.684 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Configuration loaded.
00:34:26.688 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Configuring simulation...
00:34:26.755 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Orbit: keplerian parameters: {a: 7130092.0; e: 0.001111; i: 98.405; pa: 98.405; raan: 227.088; v: 304.8956296758786;}
00:34:26.755 [main] INFO br.inpe.cmc202.simulation.SimulationController  - MeanMotion: 0.001048639438789967 radians/s
00:34:26.755 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Period: 5991.749952137793 s
00:34:26.756 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Simulation Time: 3600.0 s (60.08261407363232 % of the orbit period)
00:34:26.757 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Start Time: 2017-06-01T00:00:00.000 
00:34:26.757 [main] INFO br.inpe.cmc202.simulation.SimulationController  - End Time: 2017-06-01T01:00:00.000 
00:34:26.757 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Fixed simulation step: 0.05 s
00:34:26.759 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Satellite Configuration: Satellite [
 setOfMagnetorquer=null,
 setOfReactionWheels=br.inpe.cmc202.satellite.actuators.SetOfReactionWheels@3e2e18f2,
 controller=br.inpe.cmc202.satellite.controllers.NopeController@470f1802,
 setOfMagnetorquerController=null,
 angularVelocityReference_body={0; 0; 0},
 sunReference_body={1; 0; 0},
 externalTorquesMagnitude=0.0,
 alpha1=0.0,
 modeUsingAttitude=true,
 reactionWheelControllerName=NopeController
, reactionWheelHardNonlinearities=false]
00:34:26.760 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Initial Attitude - Euler Angles: X 0.0 Y -0.0 Z 0.0 
00:34:26.760 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Initial Attitude - Quaternions: Q1 0.0 Q2 0.0 Q3 0.0 Q4 1.0 
00:34:26.760 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Initial Attitude - Velocity (rad/s): X 0.0 Y 0.0 Z 0.0
00:34:26.760 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Initial Attitude - Acceleration (rad/s^2): X 0.0 Y 0.0 Z 0.0
00:34:26.760 [main] INFO br.inpe.cmc202.simulation.SimulationController  - Simulation configured.
00:34:26.761 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Maximum Angular Velocity Controllable by reaction wheels: {0.0385425383; 0.0332581154; 0.0225745447}. For simulation: 0.03854253829546482!
00:34:26.761 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - UNIFORM - Euler Angles X: U(-180.0,180.0) Y: U(-90.0,90.0) Z: U(-180.0,180.0)
00:34:26.761 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - UNIFORM - Angular Velocities X: U(-0.03854253829546482,0.03854253829546482) Y: U(-0.03854253829546482,0.03854253829546482) Z: U(-0.03854253829546482,0.03854253829546482)
00:34:26.762 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - MAX NORM: Euler Angles: 270.0 Angular Velocities: 0.06675763458041423
00:34:27.139 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -    1 - Euler Angles (X,Y,Z): +105.955 -56.533 +110.011 NORM: +162.864 	- Angular Velocity (X,Y,Z): -0.031 +0.002 -0.028 NORM: +0.041
00:34:27.146 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   18 - Euler Angles (X,Y,Z): -160.878 -83.250 +111.822 NORM: +212.876 	- Angular Velocity (X,Y,Z): -0.031 +0.011 +0.011 NORM: +0.035
00:34:27.146 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   19 - Euler Angles (X,Y,Z): +87.107 +63.797 +158.864 NORM: +192.082 	- Angular Velocity (X,Y,Z): -0.023 -0.018 -0.033 NORM: +0.044
00:34:27.146 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   20 - Euler Angles (X,Y,Z): +150.509 -67.146 -18.969 NORM: +165.896 	- Angular Velocity (X,Y,Z): -0.027 +0.001 +0.011 NORM: +0.029
00:34:27.147 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   21 - Euler Angles (X,Y,Z): +172.227 +44.538 -113.445 NORM: +210.987 	- Angular Velocity (X,Y,Z): -0.017 -0.002 +0.008 NORM: +0.019
00:34:27.147 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   22 - Euler Angles (X,Y,Z): +114.397 -6.174 -144.468 NORM: +184.379 	- Angular Velocity (X,Y,Z): +0.032 -0.014 +0.011 NORM: +0.036
00:34:27.147 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   23 - Euler Angles (X,Y,Z): +172.675 -47.229 +162.550 NORM: +241.805 	- Angular Velocity (X,Y,Z): +0.033 -0.021 -0.032 NORM: +0.051
00:34:27.148 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   24 - Euler Angles (X,Y,Z): +101.018 -35.811 +153.323 NORM: +187.069 	- Angular Velocity (X,Y,Z): -0.007 -0.035 +0.005 NORM: +0.036
00:34:27.148 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   25 - Euler Angles (X,Y,Z): -43.745 +30.194 -80.705 NORM: +96.637 	- Angular Velocity (X,Y,Z): -0.037 +0.037 -0.016 NORM: +0.055
00:34:27.149 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   26 - Euler Angles (X,Y,Z): +53.352 +58.544 -25.630 NORM: +83.252 	- Angular Velocity (X,Y,Z): -0.009 +0.037 +0.037 NORM: +0.053
00:34:27.149 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   27 - Euler Angles (X,Y,Z): +2.226 -11.478 -139.594 NORM: +140.083 	- Angular Velocity (X,Y,Z): -0.030 -0.036 -0.007 NORM: +0.048
00:34:27.149 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   28 - Euler Angles (X,Y,Z): +163.740 +53.441 +99.781 NORM: +199.056 	- Angular Velocity (X,Y,Z): +0.037 -0.004 +0.025 NORM: +0.045
00:34:27.150 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   29 - Euler Angles (X,Y,Z): -17.734 +5.751 -123.636 NORM: +125.034 	- Angular Velocity (X,Y,Z): +0.037 -0.005 -0.021 NORM: +0.043
00:34:27.150 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   30 - Euler Angles (X,Y,Z): +129.792 +13.208 -154.890 NORM: +202.513 	- Angular Velocity (X,Y,Z): -0.022 -0.030 -0.019 NORM: +0.042
00:34:27.150 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   31 - Euler Angles (X,Y,Z): +76.755 -71.056 +67.226 NORM: +124.336 	- Angular Velocity (X,Y,Z): +0.007 +0.021 +0.038 NORM: +0.044
00:34:27.151 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   32 - Euler Angles (X,Y,Z): -168.357 -5.833 +134.028 NORM: +215.271 	- Angular Velocity (X,Y,Z): -0.026 +0.011 +0.002 NORM: +0.028
00:34:27.151 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   33 - Euler Angles (X,Y,Z): +175.583 +77.818 +136.434 NORM: +235.583 	- Angular Velocity (X,Y,Z): -0.034 -0.015 +0.001 NORM: +0.037
00:34:27.151 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   34 - Euler Angles (X,Y,Z): +174.594 +83.099 +54.814 NORM: +200.981 	- Angular Velocity (X,Y,Z): +0.036 +0.034 -0.014 NORM: +0.052
00:34:27.151 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   35 - Euler Angles (X,Y,Z): -69.174 +2.554 -14.304 NORM: +70.684 	- Angular Velocity (X,Y,Z): +0.027 +0.032 +0.015 NORM: +0.044
00:34:27.152 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   36 - Euler Angles (X,Y,Z): -168.929 +59.706 -150.990 NORM: +234.307 	- Angular Velocity (X,Y,Z): -0.004 +0.015 -0.009 NORM: +0.017
00:34:27.152 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   37 - Euler Angles (X,Y,Z): +118.938 +42.426 +108.553 NORM: +166.523 	- Angular Velocity (X,Y,Z): -0.018 -0.001 -0.020 NORM: +0.027
00:34:27.152 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   38 - Euler Angles (X,Y,Z): +139.534 +62.936 -146.101 NORM: +211.604 	- Angular Velocity (X,Y,Z): +0.037 -0.018 +0.011 NORM: +0.043
00:34:27.152 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   39 - Euler Angles (X,Y,Z): -13.251 +80.395 -79.030 NORM: +113.511 	- Angular Velocity (X,Y,Z): -0.014 -0.038 -0.001 NORM: +0.040
00:34:27.152 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   40 - Euler Angles (X,Y,Z): -166.907 -21.553 -121.309 NORM: +207.457 	- Angular Velocity (X,Y,Z): +0.006 -0.035 +0.008 NORM: +0.036
00:34:27.153 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   41 - Euler Angles (X,Y,Z): +76.019 +67.345 +101.111 NORM: +143.310 	- Angular Velocity (X,Y,Z): -0.013 +0.033 +0.024 NORM: +0.042
00:34:27.153 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   42 - Euler Angles (X,Y,Z): +49.556 -3.985 -34.792 NORM: +60.681 	- Angular Velocity (X,Y,Z): -0.016 -0.010 +0.003 NORM: +0.019
00:34:27.153 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   43 - Euler Angles (X,Y,Z): -111.916 -55.020 -152.335 NORM: +196.871 	- Angular Velocity (X,Y,Z): -0.036 +0.038 -0.027 NORM: +0.059
00:34:27.154 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   44 - Euler Angles (X,Y,Z): +93.020 +33.808 -13.865 NORM: +99.940 	- Angular Velocity (X,Y,Z): -0.033 +0.018 +0.016 NORM: +0.041
00:34:27.154 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   45 - Euler Angles (X,Y,Z): -74.196 +35.476 +30.263 NORM: +87.632 	- Angular Velocity (X,Y,Z): -0.018 -0.014 +0.029 NORM: +0.037
00:34:27.154 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   46 - Euler Angles (X,Y,Z): -163.751 -82.325 -94.704 NORM: +206.303 	- Angular Velocity (X,Y,Z): -0.017 +0.004 -0.020 NORM: +0.027
00:34:27.154 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   47 - Euler Angles (X,Y,Z): +28.794 +55.884 +178.318 NORM: +189.076 	- Angular Velocity (X,Y,Z): +0.035 -0.008 +0.025 NORM: +0.044
00:34:27.154 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   48 - Euler Angles (X,Y,Z): +137.812 +22.636 -166.311 NORM: +217.172 	- Angular Velocity (X,Y,Z): -0.017 +0.014 -0.011 NORM: +0.025
00:34:27.154 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   49 - Euler Angles (X,Y,Z): +86.552 +59.337 -5.228 NORM: +105.068 	- Angular Velocity (X,Y,Z): +0.006 +0.031 +0.012 NORM: +0.034
00:34:27.154 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   50 - Euler Angles (X,Y,Z): -98.145 -15.756 +5.717 NORM: +99.566 	- Angular Velocity (X,Y,Z): -0.038 -0.017 +0.009 NORM: +0.043
00:34:27.155 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   51 - Euler Angles (X,Y,Z): +72.542 -13.311 -11.712 NORM: +74.677 	- Angular Velocity (X,Y,Z): +0.006 -0.020 +0.038 NORM: +0.044
00:34:27.155 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   52 - Euler Angles (X,Y,Z): +67.834 -51.117 +99.287 NORM: +130.661 	- Angular Velocity (X,Y,Z): +0.021 -0.006 +0.033 NORM: +0.040
00:34:27.155 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   53 - Euler Angles (X,Y,Z): +75.687 -11.201 -129.301 NORM: +150.242 	- Angular Velocity (X,Y,Z): +0.022 +0.017 +0.014 NORM: +0.031
00:34:27.155 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   54 - Euler Angles (X,Y,Z): -16.916 +42.349 +126.747 NORM: +134.701 	- Angular Velocity (X,Y,Z): +0.018 +0.015 -0.025 NORM: +0.034
00:34:27.155 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   55 - Euler Angles (X,Y,Z): +66.610 +55.687 -21.541 NORM: +89.454 	- Angular Velocity (X,Y,Z): -0.011 +0.009 -0.033 NORM: +0.037
00:34:27.155 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   56 - Euler Angles (X,Y,Z): -115.091 -86.675 -49.068 NORM: +152.205 	- Angular Velocity (X,Y,Z): -0.009 +0.027 -0.008 NORM: +0.029
00:34:27.156 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   57 - Euler Angles (X,Y,Z): -73.053 +81.568 +145.429 NORM: +182.043 	- Angular Velocity (X,Y,Z): -0.031 +0.037 +0.037 NORM: +0.061
00:34:27.156 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   58 - Euler Angles (X,Y,Z): -134.150 +18.675 -168.615 NORM: +216.278 	- Angular Velocity (X,Y,Z): +0.036 +0.035 -0.003 NORM: +0.050
00:34:27.156 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   59 - Euler Angles (X,Y,Z): -176.768 +39.057 -131.340 NORM: +223.657 	- Angular Velocity (X,Y,Z): +0.037 -0.013 -0.033 NORM: +0.051
00:34:27.156 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   60 - Euler Angles (X,Y,Z): -100.603 +25.646 +173.945 NORM: +202.573 	- Angular Velocity (X,Y,Z): -0.026 +0.017 -0.034 NORM: +0.046
00:34:27.156 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   61 - Euler Angles (X,Y,Z): -32.089 +30.670 +93.462 NORM: +103.467 	- Angular Velocity (X,Y,Z): -0.030 +0.026 -0.003 NORM: +0.040
00:34:27.157 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   62 - Euler Angles (X,Y,Z): -28.560 -45.373 -74.577 NORM: +91.849 	- Angular Velocity (X,Y,Z): -0.027 +0.011 -0.029 NORM: +0.041
00:34:27.157 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   63 - Euler Angles (X,Y,Z): -57.252 -55.654 +175.594 NORM: +192.894 	- Angular Velocity (X,Y,Z): -0.020 +0.026 +0.026 NORM: +0.042
00:34:27.157 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   64 - Euler Angles (X,Y,Z): +47.277 +78.089 +43.069 NORM: +100.936 	- Angular Velocity (X,Y,Z): -0.020 -0.036 +0.007 NORM: +0.042
00:34:27.157 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   65 - Euler Angles (X,Y,Z): -87.563 -66.584 +98.291 NORM: +147.519 	- Angular Velocity (X,Y,Z): +0.037 -0.019 +0.024 NORM: +0.048
00:34:27.157 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   66 - Euler Angles (X,Y,Z): -36.178 +55.328 +154.959 NORM: +168.471 	- Angular Velocity (X,Y,Z): -0.025 -0.026 -0.007 NORM: +0.037
00:34:27.157 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   67 - Euler Angles (X,Y,Z): -127.739 +86.031 +88.383 NORM: +177.567 	- Angular Velocity (X,Y,Z): -0.027 +0.014 +0.019 NORM: +0.035
00:34:27.157 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   68 - Euler Angles (X,Y,Z): -57.853 +81.638 +87.159 NORM: +132.697 	- Angular Velocity (X,Y,Z): -0.029 -0.004 +0.025 NORM: +0.039
00:34:27.157 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   69 - Euler Angles (X,Y,Z): -76.029 +81.543 +127.356 NORM: +169.261 	- Angular Velocity (X,Y,Z): +0.030 +0.030 +0.007 NORM: +0.043
00:34:27.158 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   70 - Euler Angles (X,Y,Z): +7.970 +89.144 -36.487 NORM: +96.651 	- Angular Velocity (X,Y,Z): -0.024 -0.033 -0.038 NORM: +0.056
00:34:27.158 [main] INFO br.inpe.cmc202.simulation.MultiSimulationController  - Monte Carlo iteration -   71 - Euler Angles (X,Y,Z): -54.253 +46.750 -1.558 NORM: +71.633 	- Angular Velocity (X,Y,Z): +0.007 +0.036 +0.008 NORM: +0.037
